label,reviewId,placeId,reviewUrl,url,title,categoryName,genre,text,stars,publishedAtDate,likesCount,name,isLocalGuide,reviewerNumberOfReviews,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2
fake,ChZDSUhNMG9nS0VJQ0FnSURJanBQb1pBEAEF,ChIJ-9sjCNIKIocRl6FxNDni4UQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURJanBQb1pBEAE!2m1!1s0x0:0x44e1e2393471a197!3m1!1s2@1:CIHM0ogKEICAgIDIjpPoZA%7CCgsIrLa_4QUQpJ3PSQ%7C?hl=en-US,"https://www.google.de/maps/place/Round+1/@35.0821683,-106.8165631,11z/data=!4m6!3m5!1s0x87220ad20823dbfb:0x44e1e2393471a197!8m2!3d35.1065227!4d-106.5756004!16s%2Fg%2F11gjp333j1?hl=en",Round 1,Amusement center,activity, Staff has been great every time my kids rent a place and even takes time upon checking out to have a nice chat with them and ask them how they had been and tell them to stay active and health! I wish more places in the world were like this place! Great place! ,4.0,2022-10-02T05:07:28,0.0,Beth Gilbert,True,284.0,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/0_ChZDSUhNMG9nS0VJQ0FnSURJanBQb1pBEAE_fake_reviewImageUrls_0.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_1/0_ChZDSUhNMG9nS0VJQ0FnSURJanBQb1pBEAEF_fake_reviewImageUrls_1.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_2/0_ChZDSUhNMG9nS0VJQ0FnSURJanBQb1pBEAEF_fake_reviewImageUrls_2.png
fake,ChdDSUhNMG9nS0VJQ0FnSUNZLWRHY3VRRRABF,ChIJ-9sjCNIKIocRl6FxNDni4UQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNZLWRHY3VRRRAB!2m1!1s0x0:0x44e1e2393471a197!3m1!1s2@1:CIHM0ogKEICAgICY-dGcuQE%7CCgwI7fDX5QUQ6KKOmQM%7C?hl=en-US,"https://www.google.de/maps/place/Round+1/@35.0821683,-106.8165631,11z/data=!4m6!3m5!1s0x87220ad20823dbfb:0x44e1e2393471a197!8m2!3d35.1065227!4d-106.5756004!16s%2Fg%2F11gjp333j1?hl=en",Round 1,Amusement center,activity, Nice let down live young people give it a look taste ,1.0,2022-12-24T00:10:53,1.0,Frances Baker,True,371.0,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/1_ChdDSUhNMG9nS0VJQ0FnSUNZLWRHY3VRRRAB_fake_reviewImageUrls_0.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_1/1_ChdDSUhNMG9nS0VJQ0FnSUNZLWRHY3VRRRABF_fake_reviewImageUrls_1.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_2/1_ChdDSUhNMG9nS0VJQ0FnSUNZLWRHY3VRRRABF_fake_reviewImageUrls_2.png
fake,ChdDSUhNMG9nS0VJQ0FnSUNtc04zQXNRRRABF,ChIJ-9sjCNIKIocRl6FxNDni4UQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNtc04zQXNRRRAB!2m1!1s0x0:0xc27b576777ca51da!3m1!1s2@1:CIHM0ogKEICAgICmsN3AsQE%7CCgwI-pzrjQYQ0N2OvQM%7C?hl=en-US,"https://www.google.de/maps/place/Electric+Playhouse/@35.125851,-106.8130894,10z/data=!4m6!3m5!1s0x87220cc73bd00001:0xc27b576777ca51da!8m2!3d35.1126857!4d-106.6995229!16s%2Fg%2F11f2wmfnvv?hl=en",Electric Playhouse,Amusement center,activity, Great spot to take your children everyday or to friends parties or just make it a date night 😍 ,5.0,2019-05-28T14:14:15,3.0,Roy Edwards,True,53.0,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/2_ChdDSUhNMG9nS0VJQ0FnSUNtc04zQXNRRRAB_fake_reviewImageUrls_0.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_1/2_ChdDSUhNMG9nS0VJQ0FnSUNtc04zQXNRRRABF_fake_reviewImageUrls_1.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_2/2_ChdDSUhNMG9nS0VJQ0FnSUNtc04zQXNRRRABF_fake_reviewImageUrls_2.png
fake,ChZDSUhNMG9nS0VJQ0FnSUNvb05hU1pREAEF,ChIJ-9sjCNIKIocRl6FxNDni4UQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNvb05hU1pREAE!2m1!1s0x0:0x44e1e2393471a197!3m1!1s2@1:CIHM0ogKEICAgICooNaSZQ%7CCgwI5vj64wUQkK7XowM%7C?hl=en-US,"https://www.google.de/maps/place/Round+1/@35.0821683,-106.8165631,11z/data=!4m6!3m5!1s0x87220ad20823dbfb:0x44e1e2393471a197!8m2!3d35.1065227!4d-106.5756004!16s%2Fg%2F11gjp333j1?hl=en",Round 1,Amusement center,activity, The prices were pretty reasonable. My two year old had a blast jumping for two hours straight until he wore himself out. Even the parents had a good time. The trampolines are ample so there is loads of time to enjoy without waiting. And you get to control the time yourself. Overall a great place to get some active jumping in. ,5.0,2021-01-17T20:17:49,25.0,Danny Moore,False,616.0,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/3_ChZDSUhNMG9nS0VJQ0FnSUNvb05hU1pREAE_fake_reviewImageUrls_0.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_1/3_ChZDSUhNMG9nS0VJQ0FnSUNvb05hU1pREAEF_fake_reviewImageUrls_1.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_2/3_ChZDSUhNMG9nS0VJQ0FnSUNvb05hU1pREAEF_fake_reviewImageUrls_2.png
fake,ChZDSUhNMG9nS0VJQ0FnSUQyazc3ZE53EAEF,ChIJ-9sjCNIKIocRl6FxNDni4UQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQyazc3ZE53EAE!2m1!1s0x0:0x44e1e2393471a197!3m1!1s2@1:CIHM0ogKEICAgID2k77dNw%7CCgwI-uaxlAYQ0OrpvAI%7C?hl=en-US,"https://www.google.de/maps/place/Round+1/@35.0821683,-106.8165631,11z/data=!4m6!3m5!1s0x87220ad20823dbfb:0x44e1e2393471a197!8m2!3d35.1065227!4d-106.5756004!16s%2Fg%2F11gjp333j1?hl=en",Round 1,Amusement center,activity, We love that this trampoline place is conveniently near our house! This will be our source for jumping for many years to come. ,5.0,2019-03-31T06:40:25,0.0,Paige Ahmed,True,33.0,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/4_ChZDSUhNMG9nS0VJQ0FnSUQyazc3ZE53EAE_fake_reviewImageUrls_0.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_1/4_ChZDSUhNMG9nS0VJQ0FnSUQyazc3ZE53EAEF_fake_reviewImageUrls_1.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_2/4_ChZDSUhNMG9nS0VJQ0FnSUQyazc3ZE53EAEF_fake_reviewImageUrls_2.png
fake,ChdDSUhNMG9nS0VJQ0FnSURHNHJDbDV3RRABF,ChIJ-9sjCNIKIocRl6FxNDni4UQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHNHJDbDV3RRAB!2m1!1s0x0:0x44e1e2393471a197!3m1!1s2@1:CIHM0ogKEICAgIDG4rCl5wE%7CCgwI78_vjAYQkJrklgI%7C?hl=en-US,"https://www.google.de/maps/place/Round+1/@35.0821683,-106.8165631,11z/data=!4m6!3m5!1s0x87220ad20823dbfb:0x44e1e2393471a197!8m2!3d35.1065227!4d-106.5756004!16s%2Fg%2F11gjp333j1?hl=en",Round 1,Amusement center,activity, Kids had a great time. They stayed all day on a Tuesday. ,4.0,2018-03-03T23:57:51,1.0,Julie Ford,True,67.0,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/5_ChdDSUhNMG9nS0VJQ0FnSURHNHJDbDV3RRAB_fake_reviewImageUrls_0.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_1/5_ChdDSUhNMG9nS0VJQ0FnSURHNHJDbDV3RRABF_fake_reviewImageUrls_1.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_2/5_ChdDSUhNMG9nS0VJQ0FnSURHNHJDbDV3RRABF_fake_reviewImageUrls_2.png
fake,ChdDSUhNMG9nS0VJQ0FnSURVeDZhNV9BRRABF,ChIJ-9sjCNIKIocRl6FxNDni4UQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURVeDZhNV9BRRAB!2m1!1s0x0:0x44e1e2393471a197!3m1!1s2@1:CIHM0ogKEICAgIDUx6a5_AE%7CCgwIorLaoAYQ4JGp2QE%7C?hl=en-US,"https://www.google.de/maps/place/Round+1/@35.0821683,-106.8165631,11z/data=!4m6!3m5!1s0x87220ad20823dbfb:0x44e1e2393471a197!8m2!3d35.1065227!4d-106.5756004!16s%2Fg%2F11gjp333j1?hl=en",Round 1,Amusement center,activity, Great place! My son had Fun while I recovered from surgery. All the Jump inflatables were being taken by the kids jumping in one at a time. Thank you. But fun anyways! ,4.0,2021-01-21T01:55:53,0.0,Jacob Long,False,623.0,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/6_ChdDSUhNMG9nS0VJQ0FnSURVeDZhNV9BRRAB_fake_reviewImageUrls_0.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_1/6_ChdDSUhNMG9nS0VJQ0FnSURVeDZhNV9BRRABF_fake_reviewImageUrls_1.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_2/6_ChdDSUhNMG9nS0VJQ0FnSURVeDZhNV9BRRABF_fake_reviewImageUrls_2.png
fake,ChdDSUhNMG9nS0VJQ0FnSURtM3NxbnRRRRABF,ChIJ-9sjCNIKIocRl6FxNDni4UQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtM3NxbnRRRRAB!2m1!1s0x0:0x44e1e2393471a197!3m1!1s2@1:CIHM0ogKEICAgIDm3sqntQE%7CCgwI9LfVjwYQyNPU3QI%7C?hl=en-US,"https://www.google.de/maps/place/Round+1/@35.0821683,-106.8165631,11z/data=!4m6!3m5!1s0x87220ad20823dbfb:0x44e1e2393471a197!8m2!3d35.1065227!4d-106.5756004!16s%2Fg%2F11gjp333j1?hl=en",Round 1,Amusement center,activity," Awesome place for the kids. Too many parents are irresponsible, standing in line literally getting the kids wet with their bodies and letting them run wild, whooping, screaming and bouncing all over the place. ",1.0,2017-04-06T14:11:49,0.0,Marcus Butler,True,7.0,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/7_ChdDSUhNMG9nS0VJQ0FnSURtM3NxbnRRRRAB_fake_reviewImageUrls_0.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_1/7_ChdDSUhNMG9nS0VJQ0FnSURtM3NxbnRRRRABF_fake_reviewImageUrls_1.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_2/7_ChdDSUhNMG9nS0VJQ0FnSURtM3NxbnRRRRABF_fake_reviewImageUrls_2.png
fake,ChZDSUhNMG9nS0VJQ0FnSURxb3ZiNEhnEAEF,ChIJ-9sjCNIKIocRl6FxNDni4UQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURxb3ZiNEhnEAE!2m1!1s0x0:0x44e1e2393471a197!3m1!1s2@1:CIHM0ogKEICAgIDqovb4Hg%7CCgsI2oT_hgYQgKGVHw%7C?hl=en-US,"https://www.google.de/maps/place/Round+1/@35.0821683,-106.8165631,11z/data=!4m6!3m5!1s0x87220ad20823dbfb:0x44e1e2393471a197!8m2!3d35.1065227!4d-106.5756004!16s%2Fg%2F11gjp333j1?hl=en",Round 1,Amusement center,activity," Always a great place to throw some balls!! Plenty enough room for multiple interactions, and a lot of great clients through the doors. My kid loves it. I always feel their prices line up with the service provided.  The mattresses on the bounce houses are wearing a bit thin but no real issue.  I go because my kids like to go... So, it's worth it. ",5.0,2020-04-14T19:13:14,3.0,Nigel Riley,False,259.0,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/8_ChZDSUhNMG9nS0VJQ0FnSURxb3ZiNEhnEAE_fake_reviewImageUrls_0.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_1/8_ChZDSUhNMG9nS0VJQ0FnSURxb3ZiNEhnEAEF_fake_reviewImageUrls_1.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_2/8_ChZDSUhNMG9nS0VJQ0FnSURxb3ZiNEhnEAEF_fake_reviewImageUrls_2.png
fake,ChZDSUhNMG9nS0VJQ0FnSUNld3Vib0ZBEAEF,ChIJ-9sjCNIKIocRl6FxNDni4UQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNld3Vib0ZBEAE!2m1!1s0x0:0x412edc9effd42a9e!3m1!1s2@1:CIHM0ogKEICAgICewuboFA%7CCgwItv7smAYQiIqIwwE%7C?hl=en-US,"https://www.google.de/maps/place/Hinkle+Fun+Center/@35.0821683,-106.8165631,11z/data=!4m6!3m5!1s0x8718a04616bd7ba3:0x412edc9effd42a9e!8m2!3d35.0955452!4d-106.4982381!16s%2Fg%2F1tyt5tdn?hl=en",Hinkle Fun Center,Amusement center,activity," I want to make a correction to my last post. We just visited two days ago and they were having some kind of funeral, I really don't get how that would stop anyone from using the place... seems a weird day to block rooms altogether. My kids are older now so they don't care about the trampolines, climbing equipment or giant slide... THE ARCADE IS GONE! All the pinball, Ms. Pac Man and pool tables are gone! I'm disappointed about this because those are the groups I liked hanging around with.  The laser tag was reset and was fun but the kids prefer the big arcade, who didn't?

Will update as things are put back and I am hopeful enough to put on my gear again to ensure my lighting and fog machines have extras. ",1.0,2020-01-31T17:00:26,0.0,Kimberley Howard,False,199.0,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/9_ChZDSUhNMG9nS0VJQ0FnSUNld3Vib0ZBEAE_fake_reviewImageUrls_0.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_1/9_ChZDSUhNMG9nS0VJQ0FnSUNld3Vib0ZBEAEF_fake_reviewImageUrls_1.png,https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_2/9_ChZDSUhNMG9nS0VJQ0FnSUNld3Vib0ZBEAEF_fake_reviewImageUrls_2.png
