text,reviewId,url,placeId,categoryName,stars,title,reviewImageUrls/0,genre
"Awesome home cooked meals and rock-bottom prices!!! Highly recommended that you visit here.
Waitresses are very polite and if you visit regularly they will begin to remember what you order. Great benefit!
P.S. For coffee drinkers, the coffee severed here is excellent!",ChdDSUhNMG9nS0VJQ0FnSUNCb2JHLXZBRRAB,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,5.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipN2_n3TRlpdyCcYj-vICafCiCD0aTMoGNhQ_QzZ=w150-h150-k-no-p,restaurant
This place has been family owned for 40 years.  The food is so fresh and the service is amazing. Its so worth the trip.,ChdDSUhNMG9nS0VJQ0FnSUNobl8yQmpBRRAB,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,5.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipNmvK295snXYlKac4HJfbLVnsZYByUFzf9Sz1HZ=w150-h150-k-no-p,restaurant
"Good food, good prices. But cash only.",ChZDSUhNMG9nS0VJQ0FnSURndnRmSFVnEAE,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,4.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipNf6dB6cfLsDM96HMtp6iwyEpWWhsEv8eEOmv4U=w150-h150-k-no-p,restaurant
"This restaurant is the BEST find in over a year!!! How could we not know about this little dream stop?
It is a friendly and fabulous-tasting food experience! I highly recommend you stop by and choose a favorite! As for me and mine... the pancakes are puffs of heaven AND, they serve peanut butter upon request!
Will be back ... OFTEN!!",ChZDSUhNMG9nS0VJQ0FnSUNoZzcyUWZnEAE,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,5.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipOqWi4bTfU_raatYcWb5RHiSm8cGB623Bo4nW-X=w150-h150-k-no-p,restaurant
Excellent food ...a true hidden gem had the Rideye steak it was perfect salad was fresh & delicious .. Highly recommended 7/16/22 Don't buy the tenderloin was dry & horrible.. bigger doesn't mean better .. the waitress took it off the bill and I didn't even ask.. she was really nice..,ChdDSUhNMG9nS0VJQ0FnSUN3dGJxVmtnRRAB,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,5.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipNjM2_LxiBpqFagjfLv9ojx5iQed4s9PRuLcKAk=w150-h150-k-no-p,restaurant
"3 stars because there is not any rewards for someone out of town. The reward gains are small and grow tier points slowly.  They give you rewards but when you live in Central Kentucky and they send them to you in the mail it really doesn't do me any good.  If they could print them for you would be much more enjoyable.  Also, they just got electronic roulette but it's not been operable for all the 2 months it's been there.",ChZDSUhNMG9nS0VJQ0FnSUNXOWFXblRBEAE,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,3.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipMk5pToHbutTWSRlTgtGbeYlL7q9V9j244_c4rr=w150-h150-k-no-p,hotel
"Lost some, won some, simple as that!! There were a few snobby waitresses, but it was easy to ignore them. Our suite was beautiful, and the bed was really comfortable.",ChdDSUhNMG9nS0VJQ0FnSUNncTZIcl9RRRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipMeb6dls87IooiVWBTAI_r7XcbZYNB_Tj_by6T8=w150-h150-k-no-p,hotel
"Staff was great. We stayed in RV park ,  shuttle was available  but erratic on timing, breakfast was included,  we had the buffet in the casino,  xlnt",ChdDSUhNMG9nS0VJQ0FnSUNrNmYyTzBRRRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,4.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipOQL6If2mWMIxuT5WkTqEaxHkpurlJbNiPQjKpd=w150-h150-k-no-p,hotel
"I was only able to stay one night RV Park but, rest assured, I'll be back. Very well-kept park with free dump station, water and electricity at sites, laundry room was acceptable, bath and shower looked very nice. And a free hot breakfast in the hotel lobby, cheese omelets, bacon, toast, bagels, oatmeal, cereals, fruit, orange juice, apple juice, and coffee. And you can go back for more if you'd like. I don't see how anyone could go wrong there! Definitely goes on my list of places to visit again, thank you!",ChdDSUhNMG9nS0VJQ0FnSUNVb3VhSnBnRRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipONkK81oBpnVaGBS61UV6sgrXhcjmuHmGhwbcv_=w150-h150-k-no-p,hotel
The hotel is disgusting. Absolutely disgusting. I have the pics to prove it. Look at the carpet. Missing soap. We woke up itching from something in the bed.,ChdDSUhNMG9nS0VJQ0FnSURxNjlPTC1BRRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,1.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipMp8vrshe6ii4M5AsmzkjLVXR91mTfZMQYHDuZw=w150-h150-k-no-p,hotel
"A great place to stay, superb rooms big and spotlessly clean, comfortable bed and coffee maker in the room too.
I'd recommend staying here.
Thank you 😁",ChZDSUhNMG9nS0VJQ0FnSUNvcFpybUdnEAE,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipMR-XEAsOf74kfbTmZYJvhIg1nWbL49AcEeWD4J=w150-h150-k-no-p,hotel
"I had my Dad's 80th birthday celebration at the Hollywood Casino.
We had a wonderful time! The service was great! Stephanie went above and beyond to make his day truly special!!! Thank you Stephanie!!",ChZDSUhNMG9nS0VJQ0FnSURJcHVLa0h3EAE,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipMoX8M3YoVFAmYMyVOBcAVm5DcwEkgQKJQlQhZX=w150-h150-k-no-p,hotel
"Was very quiet until this stay, on the 3rd floor for weeks it was peace and very nice, this time 2nd floor it's another hotel. The staff is great and rooms are clean. I paint while here. It is still better than the next exit.",ChZDSUhNMG9nS0VJQ0FnSURvbmJxbklREAE,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,4.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipOpvARJLJDOSGTzEk0aKMTTzmxt4Tzbc5ZMS0us=w150-h150-k-no-p,hotel
"Fantastic place with nice breakfast and nice clean place in rv Park and hotel
The casino very clean no smoking
The slot machine got keno for 5 cents that I like
Free soda and coffee self serve
Rv Park got nice washing machine and dryer
Nice shower
Paid $40 a night at rv Park",ChdDSUhNMG9nS0VJQ0FnSURrbjZlbXZBRRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipM--fVSafh4wtH04pacj0Qp_eRNE_UVjQlhepdl=w150-h150-k-no-p,hotel
I win 2 time free game 8 play but I win $2.30 other $3.10 👏👏👏👏 I play every slat $1,ChdDSUhNMG9nS0VJQ0FnSUNPbmYyd2t3RRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,1.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipMBbUk8mkFmhXGSreNt4yuvQ_90O0NXDXm7wfOr=w150-h150-k-no-p,hotel
"Our hotel room was rather disgusting.  The carpet is full of stains and the wallpaper is pealing off of the wall in the bathroom.  As you will see in one of my pictures they have a holder in the bathtub for decent size bottles of shampoo, conditioner and soap.  The holder locks which I assume is so that nobody can steal their products.  However, the soap wasn't in the locked container.  I guess that is so that their guests can carry that soap back and forth between the shower and the sink because that was the only soap in the room.  Also, the large bottle for conditioner was completely empty.  It seemed more like a $59.99 room instead of a $159 room.  Very disappointing.  Also, it is quite a long walk outside to get to the casino.  Luckily it was decent weather while we were there.",ChZDSUhNMG9nS0VJQ0FnSUNhdk96dmVBEAE,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,1.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipO16hHOK-TfzJuCU3ZFRafodPhBwxTXSJA71yYC=w150-h150-k-no-p,hotel
5 I had a really good time here tonight I can't see why anybody wouldn't come to this casino it's very casual very relaxed very open very friendly very nice everything you can say good about a casino I would say you could say good about this casino right here Hollywood Casino and it doesn't matter if you win or lose it matters about the Friendship the personality and the the the friend the friendship you gained with other people here to Great most excellent I would give it definitely a pop stars all the way across the board God bless you all in Jesus name,ChdDSUhNMG9nS0VJQ0FnSUNhMTVTWG9RRRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipOkDpqp_wsDlTYz3H_yNTR6QdtnE-G8_QZNa3Z5=w150-h150-k-no-p,hotel
Ok for 1 night but really needs a good clean. Food very basic and cold - shame really. Staff nice and friendly in the casino only if you chat first. They looked very bored 😢,ChZDSUhNMG9nS0VJQ0FnSUR3N0wzUlpBEAE,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,3.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipMSEVjfMchy_3USCJbaV4xrzLOEgLHdd5ntZEwY=w150-h150-k-no-p,hotel
