text,reviewId,url,placeId,categoryName,stars,title,reviewImageUrls/0,genre
"Good food, good prices. But cash only.",ChZDSUhNMG9nS0VJQ0FnSURndnRmSFVnEAE,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,4.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipNf6dB6cfLsDM96HMtp6iwyEpWWhsEv8eEOmv4U=w150-h150-k-no-p,restaurant
"Awesome home cooked meals and rock-bottom prices!!! Highly recommended that you visit here.
Waitresses are very polite and if you visit regularly they will begin to remember what you order. Great benefit!
P.S. For coffee drinkers, the coffee severed here is excellent!",ChdDSUhNMG9nS0VJQ0FnSUNCb2JHLXZBRRAB,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,5.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipN2_n3TRlpdyCcYj-vICafCiCD0aTMoGNhQ_QzZ=w150-h150-k-no-p,restaurant
Excellent food ...a true hidden gem had the Rideye steak it was perfect salad was fresh & delicious .. Highly recommended 7/16/22 Don't buy the tenderloin was dry & horrible.. bigger doesn't mean better .. the waitress took it off the bill and I didn't even ask.. she was really nice..,ChdDSUhNMG9nS0VJQ0FnSUN3dGJxVmtnRRAB,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,5.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipNjM2_LxiBpqFagjfLv9ojx5iQed4s9PRuLcKAk=w150-h150-k-no-p,restaurant
This place has been family owned for 40 years.  The food is so fresh and the service is amazing. Its so worth the trip.,ChdDSUhNMG9nS0VJQ0FnSUNobl8yQmpBRRAB,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,5.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipNmvK295snXYlKac4HJfbLVnsZYByUFzf9Sz1HZ=w150-h150-k-no-p,restaurant
"This restaurant is the BEST find in over a year!!! How could we not know about this little dream stop?
It is a friendly and fabulous-tasting food experience! I highly recommend you stop by and choose a favorite! As for me and mine... the pancakes are puffs of heaven AND, they serve peanut butter upon request!
Will be back ... OFTEN!!",ChZDSUhNMG9nS0VJQ0FnSUNoZzcyUWZnEAE,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,5.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipOqWi4bTfU_raatYcWb5RHiSm8cGB623Bo4nW-X=w150-h150-k-no-p,restaurant
"Fun casino for slots and table games, with nice mychoice rewards. Recommend the fish n chips and watching all the sports games at 99 Hops House.",ChZDSUhNMG9nS0VJQ0FnSURoeWZYM2Z3EAE,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipPbUnwepJaXlUhJla2lr9_FuJLSPMKpq02twJBS=w150-h150-k-no-p,hotel
"Always enjoy my friends at the casino! Great people, atmosphere and food!",ChdDSUhNMG9nS0VJQ0FnSUQ0bnQtaXNRRRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipMMX46PHLt7swNrfCdL065Du6uMxEwTsWUpic-K=w150-h150-k-no-p,hotel
Never been gambling before was interesting. Not really my thing but it was cool. Place was clean and staff was mostly friendly.,ChdDSUhNMG9nS0VJQ0FnSUNvdjhEdGxnRRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,3.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipNJJabX7SFUpU1xj4UeVcy3nJ9r2-YGqTr6U8zz=w150-h150-k-no-p,hotel
"Dinner at Final Cut was ok.  Though I can not figure out why a reasonable restaurant would only give you 1 tiny piece if a miserable vegetable.  Now the miserable vegetable was good, but really 1 tiny piece, ridiculous.

You all are getting 5 stars because I had fun winning $300 on Roulette.",ChdDSUhNMG9nS0VJQ0FnSURBajZiSDl3RRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipNdAuDkER24ex4GjjT7XgsgdVgj63Q63XG3BkEF=w150-h150-k-no-p,hotel
"Lost some, won some, simple as that!! There were a few snobby waitresses, but it was easy to ignore them. Our suite was beautiful, and the bed was really comfortable.",ChdDSUhNMG9nS0VJQ0FnSUNncTZIcl9RRRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipMeb6dls87IooiVWBTAI_r7XcbZYNB_Tj_by6T8=w150-h150-k-no-p,hotel
