text,reviewId,url,placeId,categoryName,stars,title,reviewImageUrls/0,genre
"Good food, good prices. But cash only.",ChZDSUhNMG9nS0VJQ0FnSURndnRmSFVnEAE,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,4.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipNf6dB6cfLsDM96HMtp6iwyEpWWhsEv8eEOmv4U=w150-h150-k-no-p,restaurant
Excellent food ...a true hidden gem had the Rideye steak it was perfect salad was fresh & delicious .. Highly recommended 7/16/22 Don't buy the tenderloin was dry & horrible.. bigger doesn't mean better .. the waitress took it off the bill and I didn't even ask.. she was really nice..,ChdDSUhNMG9nS0VJQ0FnSUN3dGJxVmtnRRAB,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,5.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipNjM2_LxiBpqFagjfLv9ojx5iQed4s9PRuLcKAk=w150-h150-k-no-p,restaurant
"Awesome home cooked meals and rock-bottom prices!!! Highly recommended that you visit here.
Waitresses are very polite and if you visit regularly they will begin to remember what you order. Great benefit!
P.S. For coffee drinkers, the coffee severed here is excellent!",ChdDSUhNMG9nS0VJQ0FnSUNCb2JHLXZBRRAB,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,5.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipN2_n3TRlpdyCcYj-vICafCiCD0aTMoGNhQ_QzZ=w150-h150-k-no-p,restaurant
"This restaurant is the BEST find in over a year!!! How could we not know about this little dream stop?
It is a friendly and fabulous-tasting food experience! I highly recommend you stop by and choose a favorite! As for me and mine... the pancakes are puffs of heaven AND, they serve peanut butter upon request!
Will be back ... OFTEN!!",ChZDSUhNMG9nS0VJQ0FnSUNoZzcyUWZnEAE,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,5.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipOqWi4bTfU_raatYcWb5RHiSm8cGB623Bo4nW-X=w150-h150-k-no-p,restaurant
This place has been family owned for 40 years.  The food is so fresh and the service is amazing. Its so worth the trip.,ChdDSUhNMG9nS0VJQ0FnSUNobl8yQmpBRRAB,"https://www.google.com/maps/place/The+Grill+Inc/@39.0686216,-87.6845971,10z/data=!4m2!3m1!1s0x886dbe9e467428d1:0x6503b7bd081257c0?hl=en",ChIJ0Sh0Rp6-bYgRwFcSCL23A2U,Grill,5.0,The Grill Inc,https://lh5.googleusercontent.com/p/AF1QipNmvK295snXYlKac4HJfbLVnsZYByUFzf9Sz1HZ=w150-h150-k-no-p,restaurant
"Great games, clean, amazing service.",ChRDSUhNMG9nS0VJQ0FnSUNvb0tSZxAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipM6Mu9Xg5orYSuxxng0S_sHOquws1dvqLauyEZR=w150-h150-k-no-p,hotel
"We are Drivers and visit a few casinos here and there around the country. I thought it was pretty cool.The visual aspect and overall look and design of the place is actually pretty awesome! (You immediately feel like your walking into a top notch establishment). They have a decent number of the front line slots to play, ""Money Cash"" for instance along with alot of the old reel style machines on the lower level (where the table games are at)The Deli was pretty good Salena was great. Definitely a class joint throughout would love to come back again someday.",ChdDSUhNMG9nS0VJQ0FnSURNdUxuSGxRRRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,5.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipNJXzpJCpSley8i3OoWn5YR5J0cDLOYamCv1xz0=w150-h150-k-no-p,hotel
"RV PARK REVIEW: Not a bad park!  Room between sites and lots of grass around for dogs. Too bad it isn't full hookup.

Also it would be nice if they made a dog park! There's lots of space for one and it would really enhance the park. Almost everyone there had dogs.

Cards to bathrooms wouldn't work.",ChZDSUhNMG9nS0VJQ0FnSURVNUtfZ2VnEAE,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,3.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipNlR8NvHWtbNjZMtqwTSYsK3615cnuHtm-zyvLq=w150-h150-k-no-p,hotel
Love the onion ring,ChZDSUhNMG9nS0VJQ0FnSUMteXItM0VBEAE,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,4.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipOz_T5V2Vv7F-TRo8RSSaQiixfHxuD4hxGTBjHu=w150-h150-k-no-p,hotel
I win 2 time free game 8 play but I win $2.30 other $3.10 👏👏👏👏 I play every slat $1,ChdDSUhNMG9nS0VJQ0FnSUNPbmYyd2t3RRAB,"https://www.google.com/maps/place/Hollywood+Casino+%26+Hotel+Joliet/@41.3928088,-96.3317368,6z/data=!4m9!3m8!1s0x880e6243b05a33d1:0x8d499604b2a24ecb!5m2!4m1!1i2!8m2!3d41.4792997!4d-88.1453519!16s%2Fg%2F1tg4lzpx?hl=en",ChIJ0TNasENiDogRy06isgSWSY0,Casino,1.0,Hollywood Casino & Hotel Joliet,https://lh5.googleusercontent.com/p/AF1QipMBbUk8mkFmhXGSreNt4yuvQ_90O0NXDXm7wfOr=w150-h150-k-no-p,hotel
